"Tiling genomes of pathogenic viruses identifies potent antiviral shRNAs and reveals a role for secondary structure in shRNA efficacy.","/pubmed/22219365","Tan X, Lu ZJ, Gao G, Xu Q, Hu L, Fellmann C, Li MZ, Qu H, Lowe SW, Hannon GJ, Elledge SJ.","Proc Natl Acad Sci U S A. 2012 Jan 17;109(3):869-74. doi: 10.1073/pnas.1119873109.","Proc Natl Acad Sci U S A.  2012","PubMed","citation","PMID:22219365 | PMCID:PMC3271875","pubmed","22219365","create date:2012/01/06 | first author:Tan X",
"Production of artificial piRNAs in flies and mice.","/pubmed/22096018","Muerdter F, Olovnikov I, Molaro A, Rozhkov NV, Czech B, Gordon A, Hannon GJ, Aravin AA.","RNA. 2012 Jan;18(1):42-52. doi: 10.1261/rna.029769.111.","RNA.  2012","PubMed","citation","PMID:22096018 | PMCID:PMC3261743","pubmed","22096018","create date:2011/11/19 | first author:Muerdter F",
"miR-34 miRNAs provide a barrier for somatic cell reprogramming.","/pubmed/22020437","Choi YJ, Lin CP, Ho JJ, He X, Okada N, Bu P, Zhong Y, Kim SY, Bennett MJ, Chen C, Ozturk A, Hicks GG, Hannon GJ, He L.","Nat Cell Biol. 2011 Oct 23;13(11):1353-60. doi: 10.1038/ncb2366.","Nat Cell Biol.  2011","PubMed","citation","PMID:22020437 | PMCID:PMC3541684","pubmed","22020437","create date:2011/10/25 | first author:Choi YJ",
"Sperm methylation profiles reveal features of epigenetic inheritance and evolution in primates.","/pubmed/21925323","Molaro A, Hodges E, Fang F, Song Q, McCombie WR, Hannon GJ, Smith AD.","Cell. 2011 Sep 16;146(6):1029-41. doi: 10.1016/j.cell.2011.08.016.","Cell.  2011","PubMed","citation","PMID:21925323 | PMCID:PMC3205962","pubmed","21925323","create date:2011/09/20 | first author:Molaro A",
"Directional DNA methylation changes and complex intermediate states accompany lineage specificity in the adult hematopoietic compartment.","/pubmed/21924933","Hodges E, Molaro A, Dos Santos CO, Thekkat P, Song Q, Uren PJ, Park J, Butler J, Rafii S, McCombie WR, Smith AD, Hannon GJ.","Mol Cell. 2011 Oct 7;44(1):17-28. doi: 10.1016/j.molcel.2011.08.026.","Mol Cell.  2011","PubMed","citation","PMID:21924933 | PMCID:PMC3412369","pubmed","21924933","create date:2011/09/20 | first author:Hodges E",
"Identification and validation of a novel mature microRNA encoded by the Merkel cell polyomavirus in human Merkel cell carcinomas.","/pubmed/21907614","Lee S, Paulson KG, Murchison EP, Afanasiev OK, Alkan C, Leonard JH, Byrd DR, Hannon GJ, Nghiem P.","J Clin Virol. 2011 Nov;52(3):272-5. doi: 10.1016/j.jcv.2011.08.012.","J Clin Virol.  2011","PubMed","citation","PMID:21907614 | PMCID:PMC3196837","pubmed","21907614","create date:2011/09/13 | first author:Lee S",
"Vreteno, a gonad-specific protein, is essential for germline development and primary piRNA biogenesis in Drosophila.","/pubmed/21831924","Zamparini AL, Davis MY, Malone CD, Vieira E, Zavadil J, Sachidanandam R, Hannon GJ, Lehmann R.","Development. 2011 Sep;138(18):4039-50. doi: 10.1242/dev.069187.","Development.  2011","PubMed","citation","PMID:21831924 | PMCID:PMC3160098","pubmed","21831924","create date:2011/08/13 | first author:Zamparini AL",
"piRNA production requires heterochromatin formation in Drosophila.","/pubmed/21820311","Rangan P, Malone CD, Navarro C, Newbold SP, Hayes PS, Sachidanandam R, Hannon GJ, Lehmann R.","Curr Biol. 2011 Aug 23;21(16):1373-9. doi: 10.1016/j.cub.2011.06.057.","Curr Biol.  2011","PubMed","citation","PMID:21820311 | PMCID:PMC3205116","pubmed","21820311","create date:2011/08/09 | first author:Rangan P",
"Deep small RNA sequencing from the nematode Ascaris reveals conservation, functional diversification, and novel developmental profiles.","/pubmed/21685128","Wang J, Czech B, Crunk A, Wallace A, Mitreva M, Hannon GJ, Davis RE.","Genome Res. 2011 Sep;21(9):1462-77. doi: 10.1101/gr.121426.111.","Genome Res.  2011","PubMed","citation","PMID:21685128 | PMCID:PMC3166831","pubmed","21685128","create date:2011/06/21 | first author:Wang J",
"Tudor domain containing 7 (Tdrd7) is essential for dynamic ribonucleoprotein (RNP) remodeling of chromatoid bodies during spermatogenesis.","/pubmed/21670278","Tanaka T, Hosokawa M, Vagin VV, Reuter M, Hayashi E, Mochizuki AL, Kitamura K, Yamanaka H, Kondoh G, Okawa K, Kuramochi-Miyagawa S, Nakano T, Sachidanandam R, Hannon GJ, Pillai RS, Nakatsuji N, Chuma S.","Proc Natl Acad Sci U S A. 2011 Jun 28;108(26):10579-84. doi: 10.1073/pnas.1015447108.","Proc Natl Acad Sci U S A.  2011","PubMed","citation","PMID:21670278 | PMCID:PMC3127926","pubmed","21670278","create date:2011/06/15 | first author:Tanaka T",
"Exome sequencing and disease-network analysis of a single family implicate a mutation in KIF1A in hereditary spastic paraparesis.","/pubmed/21487076","Erlich Y, Edvardson S, Hodges E, Zenvirt S, Thekkat P, Shaag A, Dor T, Hannon GJ, Elpeleg O.","Genome Res. 2011 May;21(5):658-64. doi: 10.1101/gr.117143.110.","Genome Res.  2011","PubMed","citation","PMID:21487076 | PMCID:PMC3083082","pubmed","21487076","create date:2011/04/14 | first author:Erlich Y",
"A genome-scale shRNA resource for transgenic RNAi in Drosophila.","/pubmed/21460824","Ni JQ, Zhou R, Czech B, Liu LP, Holderbaum L, Yang-Zhou D, Shim HS, Tao R, Handler D, Karpowicz P, Binari R, Booker M, Brennecke J, Perkins LA, Hannon GJ, Perrimon N.","Nat Methods. 2011 May;8(5):405-7. doi: 10.1038/nmeth.1592.","Nat Methods.  2011","PubMed","citation","PMID:21460824 | PMCID:PMC3489273","pubmed","21460824","create date:2011/04/05 | first author:Ni JQ",
"A rapid and scalable system for studying gene function in mice using conditional RNA interference.","/pubmed/21458673","Premsrirut PK, Dow LE, Kim SY, Camiolo M, Malone CD, Miething C, Scuoppo C, Zuber J, Dickins RA, Kogan SC, Shroyer KR, Sordella R, Hannon GJ, Lowe SW.","Cell. 2011 Apr 1;145(1):145-58. doi: 10.1016/j.cell.2011.03.012.","Cell.  2011","PubMed","citation","PMID:21458673 | PMCID:PMC3244080","pubmed","21458673","create date:2011/04/05 | first author:Premsrirut PK",
"Mutations in the RNA granule component TDRD7 cause cataract and glaucoma.","/pubmed/21436445","Lachke SA, Alkuraya FS, Kneeland SC, Ohn T, Aboukhalil A, Howell GR, Saadi I, Cavallesco R, Yue Y, Tsai AC, Nair KS, Cosma MI, Smith RS, Hodges E, Alfadhli SM, Al-Hajeri A, Shamseldin HE, Behbehani A, Hannon GJ, Bulyk ML, Drack AV, Anderson PJ, et al.","Science. 2011 Mar 25;331(6024):1571-6. doi: 10.1126/science.1195970.","Science.  2011","PubMed","citation","PMID:21436445 | PMCID:PMC3279122","pubmed","21436445","create date:2011/03/26 | first author:Lachke SA",
"Silencing of microRNA families by seed-targeting tiny LNAs.","/pubmed/21423181","Obad S, dos Santos CO, Petri A, Heidenblad M, Broom O, Ruse C, Fu C, Lindow M, Stenvang J, Straarup EM, Hansen HF, Koch T, Pappin D, Hannon GJ, Kauppinen S.","Nat Genet. 2011 Mar 20;43(4):371-8. doi: 10.1038/ng.786.","Nat Genet.  2011","PubMed","citation","PMID:21423181 | PMCID:PMC3541685","pubmed","21423181","create date:2011/03/23 | first author:Obad S",
"Ordered progression of stage-specific miRNA profiles in the mouse B2 B-cell lineage.","/pubmed/21403133","Spierings DC, McGoldrick D, Hamilton-Easton AM, Neale G, Murchison EP, Hannon GJ, Green DR, Withoff S.","Blood. 2011 May 19;117(20):5340-9. doi: 10.1182/blood-2010-10-316034.","Blood.  2011","PubMed","citation","PMID:21403133 | PMCID:PMC3109709","pubmed","21403133","create date:2011/03/16 | first author:Spierings DC",
"Functional identification of optimized RNAi triggers using a massively parallel sensor assay.","/pubmed/21353615","Fellmann C, Zuber J, McJunkin K, Chang K, Malone CD, Dickins RA, Xu Q, Hengartner MO, Elledge SJ, Hannon GJ, Lowe SW.","Mol Cell. 2011 Mar 18;41(6):733-46. doi: 10.1016/j.molcel.2011.02.008.","Mol Cell.  2011","PubMed","citation","PMID:21353615 | PMCID:PMC3130540","pubmed","21353615","create date:2011/03/01 | first author:Fellmann C",
"Targeted resequencing of a genomic region influencing tameness and aggression reveals multiple signals of positive selection.","/pubmed/21304545","Albert FW, Hodges E, Jensen JD, Besnier F, Xuan Z, Rooks M, Bhattacharjee A, Brizuela L, Good JM, Green RE, Burbano HA, Plyusnina IZ, Trut L, Andersson L, Schöneberg T, Carlborg O, Hannon GJ, Pääbo S.","Heredity (Edinb). 2011 Sep;107(3):205-14. doi: 10.1038/hdy.2011.4.","Heredity (Edinb).  2011","PubMed","citation","PMID:21304545 | PMCID:PMC3183948","pubmed","21304545","create date:2011/02/10 | first author:Albert FW",
"Deep annotation of Drosophila melanogaster microRNAs yields insights into their processing, modification, and emergence.","/pubmed/21177969","Berezikov E, Robine N, Samsonova A, Westholm JO, Naqvi A, Hung JH, Okamura K, Dai Q, Bortolamiol-Becet D, Martin R, Zhao Y, Zamore PD, Hannon GJ, Marra MA, Weng Z, Perrimon N, Lai EC.","Genome Res. 2011 Feb;21(2):203-15. doi: 10.1101/gr.116657.110.","Genome Res.  2011","PubMed","citation","PMID:21177969 | PMCID:PMC3032924","pubmed","21177969","create date:2010/12/24 | first author:Berezikov E",
"Toolkit for evaluating genes required for proliferation and survival using tetracycline-regulated RNAi.","/pubmed/21131983","Zuber J, McJunkin K, Fellmann C, Dow LE, Taylor MJ, Hannon GJ, Lowe SW.","Nat Biotechnol. 2011 Jan;29(1):79-83. doi: 10.1038/nbt.1720.","Nat Biotechnol.  2011","PubMed","citation","PMID:21131983 | PMCID:PMC3394154","pubmed","21131983","create date:2010/12/07 | first author:Zuber J",
"Small RNA sorting: matchmaking for Argonautes.","/pubmed/21116305","Czech B, Hannon GJ.","Nat Rev Genet. 2011 Jan;12(1):19-31. doi: 10.1038/nrg2916. Review.","Nat Rev Genet.  2011","PubMed","citation","PMID:21116305 | PMCID:PMC3703915","pubmed","21116305","create date:2010/12/01 | first author:Czech B",
"Probing the initiation and effector phases of the somatic piRNA pathway in Drosophila.","/pubmed/20966049","Haase AD, Fenoglio S, Muerdter F, Guzzardo PM, Czech B, Pappin DJ, Chen C, Gordon A, Hannon GJ.","Genes Dev. 2010 Nov 15;24(22):2499-504. doi: 10.1101/gad.1968110.","Genes Dev.  2010","PubMed","citation","PMID:20966049 | PMCID:PMC2975926","pubmed","20966049","create date:2010/10/23 | first author:Haase AD",
"Ancestral roles of small RNAs: an Ago-centric perspective.","/pubmed/20810548","Joshua-Tor L, Hannon GJ.","Cold Spring Harb Perspect Biol. 2011 Oct 1;3(10):a003772. doi: 10.1101/cshperspect.a003772. Review.","Cold Spring Harb Perspect Biol.  2011","PubMed","citation","PMID:20810548 | PMCID:PMC3179341","pubmed","20810548","create date:2010/09/03 | first author:Joshua-Tor L",
"Canonical and alternate functions of the microRNA biogenesis machinery.","/pubmed/20713509","Chong MM, Zhang G, Cheloufi S, Neubert TA, Hannon GJ, Littman DR.","Genes Dev. 2010 Sep 1;24(17):1951-60. doi: 10.1101/gad.1953310. Erratum in: Genes Dev. 2010 Oct 1;24(19):2228. ","Genes Dev.  2010","PubMed","citation","PMID:20713509 | PMCID:PMC2932976","pubmed","20713509","create date:2010/08/18 | first author:Chong MM",
"Enrichment of poly(A)+ mRNA using immobilized oligo(dT).","/pubmed/20647358","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jul 1;2010(7):pdb.prot5454. doi: 10.1101/pdb.prot5454.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20647358","pubmed","20647358","create date:2010/07/22 | first author:Rio DC",
"Guidelines for the use of RNA purification kits.","/pubmed/20647349","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jul 1;2010(7):pdb.ip79. doi: 10.1101/pdb.ip79.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20647349","pubmed","20647349","create date:2010/07/22 | first author:Rio DC",
"Diverse endonucleolytic cleavage sites in the mammalian transcriptome depend upon microRNAs, Drosha, and additional nucleases.","/pubmed/20620951","Karginov FV, Cheloufi S, Chong MM, Stark A, Smith AD, Hannon GJ.","Mol Cell. 2010 Jun 25;38(6):781-8. doi: 10.1016/j.molcel.2010.06.001.","Mol Cell.  2010","PubMed","citation","PMID:20620951 | PMCID:PMC2914474","pubmed","20620951","create date:2010/07/14 | first author:Karginov FV",
"Targeted enrichment of specific regions in the human genome by array hybridization.","/pubmed/20582915","Igartua C, Turner EH, Ng SB, Hodges E, Hannon GJ, Bhattacharjee A, Rieder MJ, Nickerson DA, Shendure J.","Curr Protoc Hum Genet. 2010 Jul;Chapter 18:Unit 18.3. doi: 10.1002/0471142905.hg1803s66.","Curr Protoc Hum Genet.  2010","PubMed","citation","PMID:20582915 | PMCID:PMC2910258","pubmed","20582915","create date:2010/06/29 | first author:Igartua C",
"Small RNA-based silencing strategies for transposons in the process of invading Drosophila species.","/pubmed/20581131","Rozhkov NV, Aravin AA, Zelentsova ES, Schostak NG, Sachidanandam R, McCombie WR, Hannon GJ, Evgen'ev MB.","RNA. 2010 Aug;16(8):1634-45. doi: 10.1261/rna.2217810.","RNA.  2010","PubMed","citation","PMID:20581131 | PMCID:PMC2905761","pubmed","20581131","create date:2010/06/29 | first author:Rozhkov NV",
"Determining the yield and quality of purified RNA.","/pubmed/20516190","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.top82. doi: 10.1101/pdb.top82.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516190","pubmed","20516190","create date:2010/06/03 | first author:Rio DC",
"Nondenaturing agarose gel electrophoresis of RNA.","/pubmed/20516183","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5445. doi: 10.1101/pdb.prot5445.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516183","pubmed","20516183","create date:2010/06/03 | first author:Rio DC",
"Polyacrylamide gel electrophoresis of RNA.","/pubmed/20516182","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5444. doi: 10.1101/pdb.prot5444.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516182","pubmed","20516182","create date:2010/06/03 | first author:Rio DC",
"Removal of DNA from RNA.","/pubmed/20516181","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5443. doi: 10.1101/pdb.prot5443.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516181","pubmed","20516181","create date:2010/06/03 | first author:Rio DC",
"Removal of ribosomal subunits (and rRNA) from cytoplasmic extracts before solubilization with SDS and deproteinization.","/pubmed/20516180","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5442. doi: 10.1101/pdb.prot5442.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516180","pubmed","20516180","create date:2010/06/03 | first author:Rio DC",
"Preparation of cytoplasmic and nuclear RNA from tissue culture cells.","/pubmed/20516179","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5441. doi: 10.1101/pdb.prot5441.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516179","pubmed","20516179","create date:2010/06/03 | first author:Rio DC",
"Ethanol precipitation of RNA and the use of carriers.","/pubmed/20516178","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5440. doi: 10.1101/pdb.prot5440.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516178","pubmed","20516178","create date:2010/06/03 | first author:Rio DC",
"Purification of RNA using TRIzol (TRI reagent).","/pubmed/20516177","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5439. doi: 10.1101/pdb.prot5439.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516177","pubmed","20516177","create date:2010/06/03 | first author:Rio DC",
"Purification of RNA by SDS solubilization and phenol extraction.","/pubmed/20516176","Rio DC, Ares M Jr, Hannon GJ, Nilsen TW.","Cold Spring Harb Protoc. 2010 Jun;2010(6):pdb.prot5438. doi: 10.1101/pdb.prot5438.","Cold Spring Harb Protoc.  2010","PubMed","citation","PMID:20516176","pubmed","20516176","create date:2010/06/03 | first author:Rio DC",
"The RNA interference system differently responds to the same mobile element in distant Drosophila species.","/pubmed/20514868","Rozhkov NV, Aravin AA, Sachidanandam R, Hannon GJ, Sokolova ON, Zelentsova ES, Shostak NG, Evgen'ev MB.","Dokl Biochem Biophys. 2010 Mar-Apr;431:79-81. No abstract available. ","Dokl Biochem Biophys.  2010","PubMed","citation","PMID:20514868 | PMCID:PMC2998894","pubmed","20514868","create date:2010/06/03 | first author:Rozhkov NV",
"Molecular evolution of piRNA and transposon control pathways in Drosophila.","/pubmed/20453205","Malone CD, Hannon GJ.","Cold Spring Harb Symp Quant Biol. 2009;74:225-34. doi: 10.1101/sqb.2009.74.052. Review.","Cold Spring Harb Symp Quant Biol.  2009","PubMed","citation","PMID:20453205 | PMCID:PMC3181074","pubmed","20453205","create date:2010/05/11 | first author:Malone CD",
"Targeted investigation of the Neandertal genome by array-based sequence capture.","/pubmed/20448179","Burbano HA, Hodges E, Green RE, Briggs AW, Krause J, Meyer M, Good JM, Maricic T, Johnson PL, Xuan Z, Rooks M, Bhattacharjee A, Brizuela L, Albert FW, de la Rasilla M, Fortea J, Rosas A, Lachmann M, Hannon GJ, Pääbo S.","Science. 2010 May 7;328(5979):723-5. doi: 10.1126/science.1188046.","Science.  2010","PubMed","citation","PMID:20448179 | PMCID:PMC3140021","pubmed","20448179","create date:2010/05/08 | first author:Burbano HA",
"A novel miRNA processing pathway independent of Dicer requires Argonaute2 catalytic activity.","/pubmed/20448148","Cifuentes D, Xue H, Taylor DW, Patnode H, Mishima Y, Cheloufi S, Ma E, Mane S, Hannon GJ, Lawson ND, Wolfe SA, Giraldez AJ.","Science. 2010 Jun 25;328(5986):1694-8. doi: 10.1126/science.1190809.","Science.  2010","PubMed","citation","PMID:20448148 | PMCID:PMC3093307","pubmed","20448148","create date:2010/05/08 | first author:Cifuentes D",
"A dicer-independent miRNA biogenesis pathway that requires Ago catalysis.","/pubmed/20424607","Cheloufi S, Dos Santos CO, Chong MM, Hannon GJ.","Nature. 2010 Jun 3;465(7298):584-9. doi: 10.1038/nature09092.","Nature.  2010","PubMed","citation","PMID:20424607 | PMCID:PMC2995450","pubmed","20424607","create date:2010/04/29 | first author:Cheloufi S",
"Deep sequencing of target linkage assay-identified regions in familial breast cancer: methods, analysis pipeline and troubleshooting.","/pubmed/20368986","Rosa-Rosa JM, Gracia-Aznárez FJ, Hodges E, Pita G, Rooks M, Xuan Z, Bhattacharjee A, Brizuela L, Silva JM, Hannon GJ, Benitez J.","PLoS One. 2010 Apr 2;5(4):e9976. doi: 10.1371/journal.pone.0009976.","PLoS One.  2010","PubMed","citation","PMID:20368986 | PMCID:PMC2848842","pubmed","20368986","create date:2010/04/07 | first author:Rosa-Rosa JM",
"The CRISPR system: small RNA-guided defense in bacteria and archaea.","/pubmed/20129051","Karginov FV, Hannon GJ.","Mol Cell. 2010 Jan 15;37(1):7-19. doi: 10.1016/j.molcel.2009.12.033. Review.","Mol Cell.  2010","PubMed","citation","PMID:20129051 | PMCID:PMC2819186","pubmed","20129051","create date:2010/02/05 | first author:Karginov FV",
"Ancient animal microRNAs and the evolution of tissue identity.","/pubmed/20118916","Christodoulou F, Raible F, Tomer R, Simakov O, Trachana K, Klaus S, Snyman H, Hannon GJ, Bork P, Arendt D.","Nature. 2010 Feb 25;463(7284):1084-8. doi: 10.1038/nature08744.","Nature.  2010","PubMed","citation","PMID:20118916 | PMCID:PMC2981144","pubmed","20118916","create date:2010/02/02 | first author:Christodoulou F",
"Compressed Genotyping.","/pubmed/21451737","Erlich Y, Gordon A, Brand M, Hannon GJ, Mitra PP.","IEEE Trans Inf Theory. 2010 Feb;56(2):706-723.","IEEE Trans Inf Theory.  2010","PubMed","citation","PMID:21451737 | PMCID:PMC3065185","pubmed","21451737","create date:2010/02/01 | first author:Erlich Y",
"The Tasmanian devil transcriptome reveals Schwann cell origins of a clonally transmissible cancer.","/pubmed/20044575","Murchison EP, Tovar C, Hsu A, Bender HS, Kheradpour P, Rebbeck CA, Obendorf D, Conlan C, Bahlo M, Blizzard CA, Pyecroft S, Kreiss A, Kellis M, Stark A, Harkins TT, Marshall Graves JA, Woods GM, Hannon GJ, Papenfuss AT.","Science. 2010 Jan 1;327(5961):84-7. doi: 10.1126/science.1180616.","Science.  2010","PubMed","citation","PMID:20044575 | PMCID:PMC2982769","pubmed","20044575","create date:2010/01/02 | first author:Murchison EP",
"Evolutionary flux of canonical microRNAs and mirtrons in Drosophila.","/pubmed/20037610","Berezikov E, Liu N, Flynt AS, Hodges E, Rooks M, Hannon GJ, Lai EC.","Nat Genet. 2010 Jan;42(1):6-9; author reply 9-10. doi: 10.1038/ng0110-6. No abstract available. ","Nat Genet.  2010","PubMed","citation","PMID:20037610 | PMCID:PMC4136759","pubmed","20037610","create date:2009/12/29 | first author:Berezikov E",
"Joubert syndrome 2 (JBTS2) in Ashkenazi Jews is associated with a TMEM216 mutation.","/pubmed/20036350","Edvardson S, Shaag A, Zenvirt S, Erlich Y, Hannon GJ, Shanske AL, Gomori JM, Ekstein J, Elpeleg O.","Am J Hum Genet. 2010 Jan;86(1):93-7. doi: 10.1016/j.ajhg.2009.12.007. Erratum in: Am J Hum Genet. 2010 Feb;86(2):294. Shanske, Alan L [added]. ","Am J Hum Genet.  2010","PubMed","citation","PMID:20036350 | PMCID:PMC2801745","pubmed","20036350","create date:2009/12/29 | first author:Edvardson S",
"Cytoplasmic compartmentalization of the fetal piRNA pathway in mice.","/pubmed/20011505","Aravin AA, van der Heijden GW, Castañeda J, Vagin VV, Hannon GJ, Bortvin A.","PLoS Genet. 2009 Dec;5(12):e1000764. doi: 10.1371/journal.pgen.1000764.","PLoS Genet.  2009","PubMed","citation","PMID:20011505 | PMCID:PMC2785470","pubmed","20011505","create date:2009/12/17 | first author:Aravin AA",
"miR-19 is a key oncogenic component of mir-17-92.","/pubmed/20008935","Olive V, Bennett MJ, Walker JC, Ma C, Jiang I, Cordon-Cardo C, Li QJ, Lowe SW, Hannon GJ, He L.","Genes Dev. 2009 Dec 15;23(24):2839-49. doi: 10.1101/gad.1861409.","Genes Dev.  2009","PubMed","citation","PMID:20008935 | PMCID:PMC2800084","pubmed","20008935","create date:2009/12/17 | first author:Olive V",
"Arginine methylation as a molecular signature of the Piwi small RNA pathway.","/pubmed/19949292","Vagin VV, Hannon GJ, Aravin AA.","Cell Cycle. 2009 Dec 15;8(24):4003-4. No abstract available. ","Cell Cycle.  2009","PubMed","citation","PMID:19949292 | PMCID:PMC2993161","pubmed","19949292","create date:2009/12/02 | first author:Vagin VV",
"Hierarchical rules for Argonaute loading in Drosophila.","/pubmed/19917252","Czech B, Zhou R, Erlich Y, Brennecke J, Binari R, Villalta C, Gordon A, Perrimon N, Hannon GJ.","Mol Cell. 2009 Nov 13;36(3):445-56. doi: 10.1016/j.molcel.2009.09.028.","Mol Cell.  2009","PubMed","citation","PMID:19917252 | PMCID:PMC2795325","pubmed","19917252","create date:2009/11/18 | first author:Czech B",
"Functional identification of tumor-suppressor genes through an in vivo RNA interference screen in a mouse lymphoma model.","/pubmed/19800577","Bric A, Miething C, Bialucha CU, Scuoppo C, Zender L, Krasnitz A, Xuan Z, Zuber J, Wigler M, Hicks J, McCombie RW, Hemann MT, Hannon GJ, Powers S, Lowe SW.","Cancer Cell. 2009 Oct 6;16(4):324-35. doi: 10.1016/j.ccr.2009.08.015.","Cancer Cell.  2009","PubMed","citation","PMID:19800577 | PMCID:PMC2829755","pubmed","19800577","create date:2009/10/06 | first author:Bric A",
"Mammalian miRNA RISC recruits CAF1 and PABP to affect PABP-dependent deadenylation.","/pubmed/19716330","Fabian MR, Mathonnet G, Sundermeier T, Mathys H, Zipprich JT, Svitkin YV, Rivas F, Jinek M, Wohlschlegel J, Doudna JA, Chen CY, Shyu AB, Yates JR 3rd, Hannon GJ, Filipowicz W, Duchaine TF, Sonenberg N.","Mol Cell. 2009 Sep 24;35(6):868-80. doi: 10.1016/j.molcel.2009.08.004.","Mol Cell.  2009","PubMed","citation","PMID:19716330 | PMCID:PMC2803087","pubmed","19716330","create date:2009/09/01 | first author:Fabian MR",
"The estrogen receptor-alpha-induced microRNA signature regulates itself and its transcriptional response.","/pubmed/19706389","Castellano L, Giamas G, Jacob J, Coombes RC, Lucchesi W, Thiruchelvam P, Barton G, Jiao LR, Wait R, Waxman J, Hannon GJ, Stebbing J.","Proc Natl Acad Sci U S A. 2009 Sep 15;106(37):15732-7. doi: 10.1073/pnas.0906947106.","Proc Natl Acad Sci U S A.  2009","PubMed","citation","PMID:19706389 | PMCID:PMC2747188","pubmed","19706389","create date:2009/08/27 | first author:Castellano L",
"Cell contact-dependent acquisition of cellular and viral nonautonomously encoded small RNAs.","/pubmed/19684116","Rechavi O, Erlich Y, Amram H, Flomenblit L, Karginov FV, Goldstein I, Hannon GJ, Kloog Y.","Genes Dev. 2009 Aug 15;23(16):1971-9. doi: 10.1101/gad.1789609.","Genes Dev.  2009","PubMed","citation","PMID:19684116 | PMCID:PMC2725935","pubmed","19684116","create date:2009/08/18 | first author:Rechavi O",
"Sequence, biogenesis, and function of diverse small RNA classes bound to the Piwi family proteins of Tetrahymena thermophila.","/pubmed/19656801","Couvillion MT, Lee SR, Hogstad B, Malone CD, Tonkin LA, Sachidanandam R, Hannon GJ, Collins K.","Genes Dev. 2009 Sep 1;23(17):2016-32. doi: 10.1101/gad.1821209.","Genes Dev.  2009","PubMed","citation","PMID:19656801 | PMCID:PMC2751968","pubmed","19656801","create date:2009/08/07 | first author:Couvillion MT",
"Processing of Drosophila endo-siRNAs depends on a specific Loquacious isoform.","/pubmed/19635780","Zhou R, Czech B, Brennecke J, Sachidanandam R, Wohlschlegel JA, Perrimon N, Hannon GJ.","RNA. 2009 Oct;15(10):1886-95. doi: 10.1261/rna.1611309.","RNA.  2009","PubMed","citation","PMID:19635780 | PMCID:PMC2743050","pubmed","19635780","create date:2009/07/29 | first author:Zhou R",
"Proteomic analysis of murine Piwi proteins reveals a role for arginine methylation in specifying interaction with Tudor family members.","/pubmed/19584108","Vagin VV, Wohlschlegel J, Qu J, Jonsson Z, Huang X, Chuma S, Girard A, Sachidanandam R, Hannon GJ, Aravin AA.","Genes Dev. 2009 Aug 1;23(15):1749-62. doi: 10.1101/gad.1814809.","Genes Dev.  2009","PubMed","citation","PMID:19584108 | PMCID:PMC2720255","pubmed","19584108","create date:2009/07/09 | first author:Vagin VV",
"High definition profiling of mammalian DNA methylation by array capture and single molecule bisulfite sequencing.","/pubmed/19581485","Hodges E, Smith AD, Kendall J, Xuan Z, Ravi K, Rooks M, Zhang MQ, Ye K, Bhattacharjee A, Brizuela L, McCombie WR, Wigler M, Hannon GJ, Hicks JB.","Genome Res. 2009 Sep;19(9):1593-605. doi: 10.1101/gr.095190.109.","Genome Res.  2009","PubMed","citation","PMID:19581485 | PMCID:PMC2752124","pubmed","19581485","create date:2009/07/08 | first author:Hodges E",
